,cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,year,month,day,hour,source,destination,concurrency,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,callingPartyUnicodeLoginUserID,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,finalCalledPartyUnicodeLoginUserID,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,originalCalledPartyNumberPartition,callingPartyNumberPartition,finalCalledPartyNumberPartition,lastRedirectDnPartition,duration,origDeviceName,destDeviceName,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origIpv4v6Addr,destIpv4v6Addr,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,callingPartyNumber_uri,originalCalledPartyNumber_uri,finalCalledPartyNumber_uri,lastRedirectDn_uri,mobileCallingPartyNumber,finalMobileCalledPartyNumber,origMobileDeviceName,destMobileDeviceName,origMobileCallDuration,destMobileCallDuration,mobileCallType,originalCalledPartyPattern,finalCalledPartyPattern,lastRedirectingPartyPattern,huntPilotPattern,orignumberPacketsSent,orignumberPacketsReceived,orignumberPacketsLost,origjitter,origlatency,destnumberPacketsSent,destnumberPacketsReceived,destnumberPacketsLost,destjitter,destlatency,dateTimeOrigination1,dateTimeConnect1,dateTimeDisconnect1
29,1,7,1072,121173916,2021,December,14,12 PM,Peru,Peru,0,"14/Dec/2021, 12:37, PM",7,0,537333002,7048586,SR_PER_CARAL,0,0,4,537333002,22734,44,20,0,109,1936,0,537333002,24592,0,0,121173917,7,0,554110218,7048583,7048583,SR_PER_KUELAP,0,16,4,554110218,21796,44,20,0,109,1936,0,554110218,24750,0,0,"14/Dec/2021, 12:37, PM","14/Dec/2021, 12:38, PM",7048583,a0c04849-1c9d-4ecd-b62c-997ae5ca0a8c,Directory URI,PT_Internas,Directory URI,Directory URI,37,SEP703509C4114E,SEPAC4A677ED6FA,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,2,2,0,64,64,,,,10.13.7.32,10.13.7.33,103,0,11,537333002,26140,0,103,0,11,554110218,25662,0,0,,0,,0,0,0,,,22,,,0,0,SR_PER_CARAL@cafvid.caf.com,SR_PER_KUELAP@cafvid.caf.com,SR_PER_KUELAP@cafvid.caf.com,SR_PER_KUELAP@cafvid.caf.com,,,,,0,0,0,SR_PER_KUELAP@cafvid.caf.com,SR_PER_KUELAP@cafvid.caf.com,SR_PER_KUELAP@cafvid.caf.com,,,,,,,,,,,,2021-12-14 12:37:17-05:00,2021-12-14 12:37:28-05:00,2021-12-14 12:38:05-05:00
30,1,6,1167,104395968,2021,December,15,04 PM,Argentina,Venezuela,0,"15/Dec/2021, 04:00, PM",6,0,403115786,7036452,SROJAS,0,16,4,403115786,18812,44,20,0,103,1920,10,403115786,26314,0,0,104395969,6,104395969,525178634,1124074204.cafvid,1124074204.cafvid,\ ,0,0,4,525178634,58590,44,20,0,103,1920,10,525178634,58592,0,0,"15/Dec/2021, 04:00, PM","15/Dec/2021, 04:01, PM",1124074204.cafvid,60fdca57-b96f-4693-a169-7bb76c0b8c9e,PT_Internas,PT_Internas,PT_Internas,PT_Internas,42,SEP084FA9C3A880,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.24,10.151.77.31,103,0,11,403115786,26120,0,103,0,10,525178634,58596,0,0,,1,417BB00000010000000000D1174D970A,0,0,0,,,9,,,0,0,vc_srojas@cafvid.caf.com,1124074204.cafvid@m.webex.com,1124074204.cafvid@m.webex.com,1124074204.cafvid@m.webex.com,,,,,0,0,0,1124074204.cafvid@m.webex.com,1124074204.cafvid@m.webex.com,1124074204.cafvid@m.webex.com,,,,,,,,,,,,2021-12-15 16:00:25-03:00,2021-12-15 16:00:28-03:00,2021-12-15 16:01:10-03:00
31,1,8,1101,137949583,2021,December,17,09 AM,Mexico,Venezuela,0,"17/Dec/2021, 09:59, AM",8,0,436671498,7036915,EUQUILLA,0,16,4,436671498,24552,44,20,0,103,1920,10,436671498,25730,0,0,137949584,8,137949584,525178634,1146346601.cafvid,1146346601.cafvid,\ ,0,0,4,525178634,58618,44,20,0,103,1936,10,525178634,58620,0,0,"17/Dec/2021, 09:59, AM","17/Dec/2021, 12:58, PM",1146346601.cafvid,e1beb7a3-c6a7-4386-976e-9335f6450156,PT_Internas,PT_Internas,PT_Internas,PT_Internas,10758,SEP683B78983E50,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.20.7.26,10.151.77.31,103,0,11,436671498,25668,0,103,0,10,525178634,58624,0,0,,1,DDC4C4800001000000000098194D970A,0,0,0,,,9,,,0,0,vc_euquilla@cafvid.caf.com,1146346601.cafvid@m.webex.com,1146346601.cafvid@m.webex.com,1146346601.cafvid@m.webex.com,,,,,0,0,0,1146346601.cafvid@m.webex.com,1146346601.cafvid@m.webex.com,1146346601.cafvid@m.webex.com,,,,,,,,,,,,2021-12-17 09:59:02-05:00,2021-12-17 09:59:08-05:00,2021-12-17 12:58:26-05:00
32,1,9,1153,154726412,2021,December,21,09 AM,Colombia,Venezuela,0,"21/Dec/2021, 09:26, AM",9,0,352783114,7047334,SR_COL_TAYRONA,0,16,4,352783114,18304,44,20,0,103,1920,10,352783114,26000,0,0,154726413,9,154726413,525178634,1147363123.cafvid,1147363123.cafvid,\ ,0,0,4,525178634,58648,44,20,0,103,1936,10,525178634,58650,0,0,"21/Dec/2021, 09:26, AM","21/Dec/2021, 10:57, AM",1147363123.cafvid,31ea8abe-c791-4813-9bd6-26194da0ec63,PT_Internas,PT_Internas,PT_Internas,PT_Internas,5443,SEP00778D90CC79,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.21,10.151.77.31,103,0,11,352783114,25640,0,103,0,11,525178634,58654,0,0,,1,F72B808000010000000000D2174D970A,0,0,0,,,9,,,0,0,SR_COL_TAYRONA@cafvid.caf.com,1147363123.cafvid@m.webex.com,1147363123.cafvid@m.webex.com,1147363123.cafvid@m.webex.com,,,,,0,0,0,1147363123.cafvid@m.webex.com,1147363123.cafvid@m.webex.com,1147363123.cafvid@m.webex.com,,,,,,,,,,,,2021-12-21 09:26:22-05:00,2021-12-21 09:26:26-05:00,2021-12-21 10:57:09-05:00
33,1,9,1154,154726414,2021,December,21,02 PM,Colombia,Venezuela,0,"21/Dec/2021, 02:34, PM",9,0,487000842,7047331,SR_COL_MUISCA,0,16,4,487000842,19614,44,20,0,103,1920,10,487000842,26160,0,0,154726415,9,154726415,525178634,1144795878.cafvid,1144795878.cafvid,\ ,0,0,4,525178634,58678,44,20,0,103,1936,10,525178634,58680,0,0,"21/Dec/2021, 02:34, PM","21/Dec/2021, 04:32, PM",1144795878.cafvid,1732377d-e35f-4025-9890-1359d7882c15,PT_Internas,PT_Internas,PT_Internas,PT_Internas,7063,SEP6C310EC84AAD,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.29,10.151.77.31,103,0,11,487000842,25246,0,103,0,11,525178634,58684,0,0,,1,FC51F50000010000000000D3174D970A,0,0,0,,,9,,,0,0,SR_COL_MUISCA@cafvid.caf.com,1144795878.cafvid@m.webex.com,1144795878.cafvid@m.webex.com,1144795878.cafvid@m.webex.com,,,,,0,0,0,1144795878.cafvid@m.webex.com,1144795878.cafvid@m.webex.com,1144795878.cafvid@m.webex.com,,,,,,,,,,,,2021-12-21 14:34:19-05:00,2021-12-21 14:34:24-05:00,2021-12-21 16:32:07-05:00
34,1,6,1172,104395979,2021,December,22,11 AM,Argentina,Venezuela,0,"22/Dec/2021, 11:12, AM",6,0,453447434,7046438,SR_ARG_PARANA,0,16,4,453447434,17528,44,20,0,103,1920,10,453447434,26114,0,0,104395980,6,104395980,525178634,1115055113.cafvid,1115055113.cafvid,\ ,0,0,4,525178634,58708,44,20,0,103,1936,10,525178634,58710,0,0,"22/Dec/2021, 11:12, AM","22/Dec/2021, 11:47, AM",1115055113.cafvid,8de0bbc7-45f4-4c0c-80fb-1ea5408fa2bc,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2141,SEPAC4A677ED6F7,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.27,10.151.77.31,103,0,11,453447434,26390,0,103,0,11,525178634,58714,0,0,,1,222CD78000010000000000D4174D970A,0,0,0,,,9,,,0,0,SR_ARG_PARANA@cafvid.caf.com,1115055113.cafvid@m.webex.com,1115055113.cafvid@m.webex.com,1115055113.cafvid@m.webex.com,,,,,0,0,0,1115055113.cafvid@m.webex.com,1115055113.cafvid@m.webex.com,1115055113.cafvid@m.webex.com,,,,,,,,,,,,2021-12-22 11:12:04-03:00,2021-12-22 11:12:10-03:00,2021-12-22 11:47:51-03:00
35,1,3,5055,54061413,,,,,,,0,,3,54061413,202360842,4126155275,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54061414,6,0,0,7036512,7036512,,0,1207959583,4,0,0,0,0,0,0,0,0,0,0,0,0,,,7036512,32c08c4b-76c2-44d4-a3d3-f2fb19b4af4c,PT_Internas,,PT_Internas,PT_Internas,0,SIP_TRUNK_V_CUCM,FCARAPAICA,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,3,0,0,0,0,0,,,,10.200.15.12,,0,0,0,0,0,0,0,0,0,0,0,0,1,E8CFA000000100000000035D0C0FC80A,0,,0,0,0,,,2,,,0,0,,fcarapaica@cafvid.caf.com,fcarapaica@cafvid.caf.com,fcarapaica@cafvid.caf.com,,,,,0,0,0,7036512,7036512,7036512,,,,,,,,,,,,,,
36,1,9,1150,154726405,2021,December,13,03 PM,Uruguay,Venezuela,0,"13/Dec/2021, 03:48, PM",9,0,520558090,7033219,FBORIT,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,154726406,9,154726406,-1,sarache,sarache,,0,83886081,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"13/Dec/2021, 03:48, PM",sarache,56d2c4a9-4979-4da6-9373-492c1ce043e6,PT_Internas,PT_Internas,PT_Internas,PT_Internas,0,SEP084FA91E33A5,CDPTTPR24-SIP-TRUNK,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,1,0,0,0,0,,,,10.22.7.31,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,33952600000100000000000B1A4D970A,0,0,0,,,9,,,0,0,vc_fborit@cafvid.caf.com,sarache@cafvid.caf.com,sarache@cafvid.caf.com,sarache@cafvid.caf.com,,,,,0,0,0,sarache@cafvid.caf.com,sarache@cafvid.caf.com,sarache@cafvid.caf.com,,,,,,,,,,,,2021-12-13 15:48:05-03:00,0,2021-12-13 15:48:06-03:00
37,1,6,1168,104395970,2021,December,21,01 PM,Argentina,,0,"21/Dec/2021, 01:01, PM",6,0,436670218,7046433,SR_ARG_CALAFATE,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,104395971,0,0,0,7032102,7032102,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"21/Dec/2021, 01:01, PM",7032102,034554fd-0f07-49da-b0c5-ceec9310ec6a,,PT_Internas,,,0,SEPCC7F76FD8AE1,,13,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,0,0,0,0,0,,,,10.15.7.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,SR_ARG_CALAFATE@cafvid.caf.com,,,,,,,,0,0,0,,,,,,,,,,,,,,,2021-12-21 13:01:46-03:00,0,2021-12-21 13:01:46-03:00
38,1,6,1169,104395973,2021,December,21,01 PM,Argentina,,0,"21/Dec/2021, 01:02, PM",6,0,436670218,7046433,SR_ARG_CALAFATE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,104395974,0,0,0,546456,546456,,0,1459617833,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"21/Dec/2021, 01:02, PM",546456,50b5f9c4-21aa-48d8-ae6e-e0eb1b014ffb,PT_System,PT_Internas,PT_System,PT_System,0,SEPCC7F76FD8AE1,,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,0,0,0,0,0,,,,10.15.7.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,5,,,0,0,SR_ARG_CALAFATE@cafvid.caf.com,,,,,,,,0,0,0,+54!,+54!,+54!,,,,,,,,,,,,2021-12-21 13:02:17-03:00,0,2021-12-21 13:02:17-03:00
39,1,6,1170,104395975,2021,December,21,01 PM,Argentina,,0,"21/Dec/2021, 01:02, PM",6,0,436670218,7046433,SR_ARG_CALAFATE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,104395976,0,0,0,546456,546456,,0,1459617833,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"21/Dec/2021, 01:02, PM",546456,c222488d-aeb1-451e-924b-1d4c257a1e0f,PT_System,PT_Internas,PT_System,PT_System,0,SEPCC7F76FD8AE1,,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,0,0,0,0,0,,,,10.15.7.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,5,,,0,0,SR_ARG_CALAFATE@cafvid.caf.com,,,,,,,,0,0,0,+54!,+54!,+54!,,,,,,,,,,,,2021-12-21 13:02:32-03:00,0,2021-12-21 13:02:32-03:00
40,1,6,1171,104395977,2021,December,21,01 PM,Argentina,,0,"21/Dec/2021, 01:05, PM",6,0,352784138,7046431,SR_ARG_RIO,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,104395978,0,0,0,546456,546456,,0,1459617833,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"21/Dec/2021, 01:05, PM",546456,207852bb-cf2e-4846-907a-76de6d3a063e,PT_System,PT_Internas,PT_System,PT_System,0,SEP00778D90C03D,,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,0,0,0,0,0,,,,10.15.7.21,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,5,,,0,0,SR_ARG_RIO@cafvid.caf.com,,,,,,,,0,0,0,+54!,+54!,+54!,,,,,,,,,,,,2021-12-21 13:05:34-03:00,0,2021-12-21 13:05:34-03:00
